1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
3251, forest, minecraft:grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3252, forest, minecraft:grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3253, forest, minecraft:grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3254, forest, minecraft:grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3255, forest, minecraft:grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3256, forest, minecraft:grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3257, forest, minecraft:grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3258, forest, minecraft:grove, rascals, friendsandfoes:rascal, 10, 1, 1
3259, none, terralith:haze_mountain, MONSTER, minecraft:spider, 80, 4, 4
3260, none, terralith:haze_mountain, MONSTER, minecraft:zombie, 80, 4, 4
3261, none, terralith:haze_mountain, MONSTER, minecraft:zombie_villager, 10, 1, 1
3262, none, terralith:haze_mountain, MONSTER, minecraft:skeleton, 80, 4, 4
3263, none, terralith:haze_mountain, MONSTER, minecraft:slime, 80, 4, 4
3264, none, terralith:haze_mountain, MONSTER, minecraft:enderman, 5, 1, 4
3265, none, terralith:haze_mountain, MONSTER, minecraft:witch, 5, 1, 1
3266, none, terralith:haze_mountain, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3267, none, terralith:haze_mountain, MONSTER, alexsmobs:farseer, 30, 1, 1
3268, none, terralith:haze_mountain, MONSTER, alexsmobs:murmur, 10, 1, 1
3269, none, terralith:haze_mountain, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3270, none, terralith:haze_mountain, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
3271, none, terralith:haze_mountain, CREATURE, minecraft:sheep, 12, 8, 8
3272, none, terralith:haze_mountain, CREATURE, minecraft:pig, 10, 8, 8
3273, none, terralith:haze_mountain, CREATURE, minecraft:chicken, 10, 8, 8
3274, none, terralith:haze_mountain, CREATURE, minecraft:cow, 10, 8, 8
3275, none, terralith:haze_mountain, CREATURE, minecraft:llama, 10, 4, 6
3276, none, terralith:haze_mountain, CREATURE, alexsmobs:sunbird, 10, 1, 1
3277, none, terralith:haze_mountain, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3278, none, terralith:haze_mountain, AMBIENT, minecraft:bat, 10, 8, 8
3279, none, terralith:haze_mountain, AMBIENT, alexsmobs:fly, 10, 2, 3
3280, none, terralith:haze_mountain, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3281, none, terralith:haze_mountain, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3282, none, terralith:haze_mountain, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3283, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3284, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3285, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3286, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
3287, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
3288, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3289, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3290, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3291, none, terralith:haze_mountain, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
3292, none, terralith:haze_mountain, rascals, friendsandfoes:rascal, 10, 1, 1
3293, none, aether_redux:highfields, MONSTER, alexsmobs:farseer, 30, 1, 1
3294, none, aether_redux:highfields, CREATURE, aether:phyg, 10, 5, 7
3295, none, aether_redux:highfields, CREATURE, aether:sheepuff, 12, 5, 6
3296, none, aether_redux:highfields, CREATURE, aether:flying_cow, 12, 4, 6
3297, none, aether_redux:highfields, CREATURE, aether:aerbunny, 18, 3, 9
3298, none, aether_redux:highfields, CREATURE, aether:moa, 10, 1, 4
3299, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3300, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3301, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3302, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
3303, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
3304, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3305, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3306, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3307, none, aether_redux:highfields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
3308, none, aether_redux:highfields, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
3309, none, aether_redux:highfields, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
3310, none, aether_redux:highfields, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
3311, none, aether_redux:highfields, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
3312, none, aether_redux:highfields, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
3313, none, aether_redux:highfields, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
3314, none, aether_redux:highfields, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
3315, none, aether_redux:highfields, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
3316, plains, regions_unexplored:highland_fields, MONSTER, minecraft:spider, 80, 4, 4
3317, plains, regions_unexplored:highland_fields, MONSTER, minecraft:zombie, 80, 4, 4
3318, plains, regions_unexplored:highland_fields, MONSTER, minecraft:zombie_villager, 10, 1, 1
3319, plains, regions_unexplored:highland_fields, MONSTER, minecraft:skeleton, 80, 4, 4
3320, plains, regions_unexplored:highland_fields, MONSTER, minecraft:creeper, 80, 4, 4
3321, plains, regions_unexplored:highland_fields, MONSTER, minecraft:slime, 80, 4, 4
3322, plains, regions_unexplored:highland_fields, MONSTER, minecraft:enderman, 5, 1, 4
3323, plains, regions_unexplored:highland_fields, MONSTER, minecraft:witch, 5, 1, 1
3324, plains, regions_unexplored:highland_fields, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3325, plains, regions_unexplored:highland_fields, MONSTER, alexsmobs:farseer, 30, 1, 1
3326, plains, regions_unexplored:highland_fields, MONSTER, alexsmobs:murmur, 10, 1, 1
3327, plains, regions_unexplored:highland_fields, CREATURE, minecraft:rabbit, 10, 2, 3
3328, plains, regions_unexplored:highland_fields, CREATURE, minecraft:goat, 10, 1, 3
3329, plains, regions_unexplored:highland_fields, CREATURE, alexsmobs:sunbird, 10, 1, 1
3330, plains, regions_unexplored:highland_fields, AMBIENT, minecraft:bat, 10, 8, 8
3331, plains, regions_unexplored:highland_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
3332, plains, regions_unexplored:highland_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3333, plains, regions_unexplored:highland_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3334, plains, regions_unexplored:highland_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3335, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3336, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3337, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3338, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
3339, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
3340, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3341, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3342, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3343, plains, regions_unexplored:highland_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
3344, plains, regions_unexplored:highland_fields, rascals, friendsandfoes:rascal, 10, 1, 1
3345, none, terralith:highlands, MONSTER, minecraft:spider, 80, 4, 4
3346, none, terralith:highlands, MONSTER, minecraft:zombie, 80, 4, 4
3347, none, terralith:highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
3348, none, terralith:highlands, MONSTER, minecraft:skeleton, 80, 4, 4
3349, none, terralith:highlands, MONSTER, minecraft:creeper, 80, 4, 4
3350, none, terralith:highlands, MONSTER, minecraft:slime, 80, 4, 4
3351, none, terralith:highlands, MONSTER, minecraft:enderman, 5, 1, 4
3352, none, terralith:highlands, MONSTER, minecraft:witch, 5, 1, 1
3353, none, terralith:highlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3354, none, terralith:highlands, MONSTER, alexsmobs:farseer, 30, 1, 1
3355, none, terralith:highlands, MONSTER, alexsmobs:murmur, 10, 1, 1
3356, none, terralith:highlands, CREATURE, minecraft:sheep, 12, 8, 8
3357, none, terralith:highlands, CREATURE, minecraft:pig, 10, 8, 8
3358, none, terralith:highlands, CREATURE, minecraft:chicken, 10, 8, 8
3359, none, terralith:highlands, CREATURE, minecraft:cow, 10, 8, 8
3360, none, terralith:highlands, CREATURE, minecraft:horse, 10, 2, 6
3361, none, terralith:highlands, CREATURE, minecraft:donkey, 10, 1, 3
3362, none, terralith:highlands, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3363, none, terralith:highlands, CREATURE, alexsmobs:raccoon, 10, 2, 4
3364, none, terralith:highlands, CREATURE, alexsmobs:crow, 10, 3, 5
3365, none, terralith:highlands, CREATURE, alexsmobs:gelada_monkey, 10, 9, 16
3366, none, terralith:highlands, CREATURE, alexsmobs:bison, 10, 6, 10
3367, none, terralith:highlands, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3368, none, terralith:highlands, AMBIENT, minecraft:bat, 10, 8, 8
3369, none, terralith:highlands, AMBIENT, alexsmobs:fly, 10, 2, 3
3370, none, terralith:highlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3371, none, terralith:highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3372, none, terralith:highlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3373, none, terralith:highlands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3374, none, terralith:highlands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3375, none, terralith:highlands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3376, none, terralith:highlands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
3377, none, terralith:highlands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
3378, none, terralith:highlands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3379, none, terralith:highlands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3380, none, terralith:highlands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3381, none, terralith:highlands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
3382, none, terralith:highlands, rascals, friendsandfoes:rascal, 10, 1, 1
3383, none, terralith:hot_shrubland, MONSTER, minecraft:spider, 80, 4, 4
3384, none, terralith:hot_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
3385, none, terralith:hot_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3386, none, terralith:hot_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
3387, none, terralith:hot_shrubland, MONSTER, minecraft:creeper, 80, 4, 4
3388, none, terralith:hot_shrubland, MONSTER, minecraft:slime, 80, 4, 4
3389, none, terralith:hot_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
3390, none, terralith:hot_shrubland, MONSTER, minecraft:witch, 5, 1, 1
3391, none, terralith:hot_shrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3392, none, terralith:hot_shrubland, MONSTER, alexsmobs:farseer, 30, 1, 1
3393, none, terralith:hot_shrubland, MONSTER, alexsmobs:murmur, 10, 1, 1
3394, none, terralith:hot_shrubland, CREATURE, minecraft:sheep, 12, 8, 8
3395, none, terralith:hot_shrubland, CREATURE, minecraft:pig, 10, 8, 8
3396, none, terralith:hot_shrubland, CREATURE, minecraft:chicken, 10, 8, 8
3397, none, terralith:hot_shrubland, CREATURE, minecraft:cow, 10, 8, 8
3398, none, terralith:hot_shrubland, CREATURE, minecraft:horse, 10, 2, 6
3399, none, terralith:hot_shrubland, CREATURE, minecraft:donkey, 10, 1, 3
3400, none, terralith:hot_shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
3401, none, terralith:hot_shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
3402, none, terralith:hot_shrubland, CREATURE, alexsmobs:gelada_monkey, 10, 9, 16
3403, none, terralith:hot_shrubland, CREATURE, friendsandfoes:mauler, 32, 1, 1
3404, none, terralith:hot_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
3405, none, terralith:hot_shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
3406, none, terralith:hot_shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3407, none, terralith:hot_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3408, none, terralith:hot_shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3409, none, terralith:hot_shrubland, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
3410, none, terralith:hot_shrubland, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
3411, none, terralith:hot_shrubland, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
3412, none, terralith:hot_shrubland, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
3413, none, terralith:hot_shrubland, rascals, friendsandfoes:rascal, 10, 1, 1
3414, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:spider, 80, 4, 4
3415, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:zombie, 80, 4, 4
3416, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:zombie_villager, 10, 1, 1
3417, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:skeleton, 80, 4, 4
3418, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:creeper, 80, 4, 4
3419, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:slime, 80, 4, 4
3420, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:enderman, 5, 1, 4
3421, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:witch, 5, 1, 1
3422, ocean, regions_unexplored:hyacinth_deeps, MONSTER, minecraft:drowned, 10, 1, 1
3423, ocean, regions_unexplored:hyacinth_deeps, MONSTER, alexsmobs:farseer, 30, 1, 1
3424, ocean, regions_unexplored:hyacinth_deeps, CREATURE, alexsmobs:seal, 20, 3, 8
3425, ocean, regions_unexplored:hyacinth_deeps, AMBIENT, minecraft:bat, 10, 8, 8
3426, ocean, regions_unexplored:hyacinth_deeps, AMBIENT, alexsmobs:fly, 10, 2, 3
3427, ocean, regions_unexplored:hyacinth_deeps, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3428, ocean, regions_unexplored:hyacinth_deeps, WATER_CREATURE, minecraft:squid, 10, 1, 4
3429, ocean, regions_unexplored:hyacinth_deeps, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
3430, ocean, regions_unexplored:hyacinth_deeps, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
3431, ocean, regions_unexplored:hyacinth_deeps, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
3432, ocean, regions_unexplored:hyacinth_deeps, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
3433, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, minecraft:cod, 15, 3, 6
3434, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
3435, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
3436, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3437, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
3438, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
3439, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
3440, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
3441, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
3442, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
3443, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
3444, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
3445, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
3446, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
3447, ocean, regions_unexplored:hyacinth_deeps, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
3448, ocean, regions_unexplored:hyacinth_deeps, rascals, friendsandfoes:rascal, 10, 1, 1
3449, swamp, terralith:ice_marsh, MONSTER, minecraft:spider, 80, 4, 4
3450, swamp, terralith:ice_marsh, MONSTER, minecraft:zombie, 80, 4, 4
3451, swamp, terralith:ice_marsh, MONSTER, minecraft:zombie_villager, 10, 1, 1
3452, swamp, terralith:ice_marsh, MONSTER, minecraft:skeleton, 80, 4, 4
3453, swamp, terralith:ice_marsh, MONSTER, minecraft:slime, 80, 4, 4
3454, swamp, terralith:ice_marsh, MONSTER, minecraft:enderman, 5, 1, 4
3455, swamp, terralith:ice_marsh, MONSTER, minecraft:witch, 5, 1, 1
3456, swamp, terralith:ice_marsh, MONSTER, minecraft:slime, 10, 1, 1
3457, swamp, terralith:ice_marsh, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3458, swamp, terralith:ice_marsh, MONSTER, alexsmobs:farseer, 30, 1, 1
3459, swamp, terralith:ice_marsh, MONSTER, alexsmobs:murmur, 10, 1, 1
3460, swamp, terralith:ice_marsh, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3461, swamp, terralith:ice_marsh, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
3462, swamp, terralith:ice_marsh, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
3463, swamp, terralith:ice_marsh, CREATURE, minecraft:sheep, 12, 4, 4
3464, swamp, terralith:ice_marsh, CREATURE, minecraft:pig, 10, 4, 4
3465, swamp, terralith:ice_marsh, CREATURE, minecraft:chicken, 10, 4, 4
3466, swamp, terralith:ice_marsh, CREATURE, minecraft:cow, 10, 4, 4
3467, swamp, terralith:ice_marsh, CREATURE, minecraft:frog, 18, 2, 5
3468, swamp, terralith:ice_marsh, CREATURE, alexsmobs:crocodile, 20, 1, 2
3469, swamp, terralith:ice_marsh, CREATURE, alexsmobs:moose, 10, 3, 4
3470, swamp, terralith:ice_marsh, CREATURE, alexsmobs:shoebill, 10, 1, 2
3471, swamp, terralith:ice_marsh, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
3472, swamp, terralith:ice_marsh, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
3473, swamp, terralith:ice_marsh, CREATURE, alexsmobs:anaconda, 12, 1, 1
3474, swamp, terralith:ice_marsh, CREATURE, aquaculture:box_turtle, 11, 1, 2
3475, swamp, terralith:ice_marsh, AMBIENT, minecraft:bat, 10, 8, 8
3476, swamp, terralith:ice_marsh, AMBIENT, alexsmobs:fly, 10, 2, 3
3477, swamp, terralith:ice_marsh, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3478, swamp, terralith:ice_marsh, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3479, swamp, terralith:ice_marsh, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3480, swamp, terralith:ice_marsh, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
3481, swamp, terralith:ice_marsh, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3482, swamp, terralith:ice_marsh, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3483, swamp, terralith:ice_marsh, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3484, swamp, terralith:ice_marsh, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3485, swamp, terralith:ice_marsh, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3486, swamp, terralith:ice_marsh, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3487, swamp, terralith:ice_marsh, rascals, friendsandfoes:rascal, 10, 1, 1
3488, none, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
3489, none, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
3490, none, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 10, 1, 1
3491, none, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
3492, none, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
3493, none, minecraft:ice_spikes, MONSTER, minecraft:enderman, 5, 1, 4
3494, none, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
3495, none, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
3496, none, minecraft:ice_spikes, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3497, none, minecraft:ice_spikes, MONSTER, alexsmobs:farseer, 30, 1, 1
3498, none, minecraft:ice_spikes, MONSTER, alexsmobs:murmur, 10, 1, 1
3499, none, minecraft:ice_spikes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3500, none, minecraft:ice_spikes, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
3501, none, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
3502, none, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 10, 1, 2
3503, none, minecraft:ice_spikes, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
3504, none, minecraft:ice_spikes, CREATURE, alexsmobs:froststalker, 20, 5, 7
3505, none, minecraft:ice_spikes, CREATURE, alexsmobs:tusklin, 18, 3, 5
3506, none, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
3507, none, minecraft:ice_spikes, AMBIENT, alexsmobs:fly, 10, 2, 3
3508, none, minecraft:ice_spikes, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3509, none, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3510, none, minecraft:ice_spikes, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3511, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3512, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3513, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3514, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3515, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3516, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3517, none, minecraft:ice_spikes, rascals, friendsandfoes:rascal, 10, 1, 1
3518, extreme_hills, regions_unexplored:icy_heights, MONSTER, minecraft:spider, 80, 4, 4
3519, extreme_hills, regions_unexplored:icy_heights, MONSTER, minecraft:zombie, 80, 4, 4
3520, extreme_hills, regions_unexplored:icy_heights, MONSTER, minecraft:zombie_villager, 10, 1, 1
3521, extreme_hills, regions_unexplored:icy_heights, MONSTER, minecraft:skeleton, 20, 4, 4
3522, extreme_hills, regions_unexplored:icy_heights, MONSTER, minecraft:slime, 80, 4, 4
3523, extreme_hills, regions_unexplored:icy_heights, MONSTER, minecraft:enderman, 5, 1, 4
3524, extreme_hills, regions_unexplored:icy_heights, MONSTER, minecraft:witch, 5, 1, 1
3525, extreme_hills, regions_unexplored:icy_heights, MONSTER, minecraft:stray, 80, 4, 4
3526, extreme_hills, regions_unexplored:icy_heights, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3527, extreme_hills, regions_unexplored:icy_heights, MONSTER, alexsmobs:farseer, 30, 1, 1
3528, extreme_hills, regions_unexplored:icy_heights, MONSTER, alexsmobs:murmur, 10, 1, 1
3529, extreme_hills, regions_unexplored:icy_heights, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3530, extreme_hills, regions_unexplored:icy_heights, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
3531, extreme_hills, regions_unexplored:icy_heights, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
3532, extreme_hills, regions_unexplored:icy_heights, CREATURE, minecraft:rabbit, 10, 2, 3
3533, extreme_hills, regions_unexplored:icy_heights, CREATURE, alexsmobs:sunbird, 10, 1, 1
3534, extreme_hills, regions_unexplored:icy_heights, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
3535, extreme_hills, regions_unexplored:icy_heights, AMBIENT, minecraft:bat, 10, 8, 8
3536, extreme_hills, regions_unexplored:icy_heights, AMBIENT, alexsmobs:fly, 10, 2, 3
3537, extreme_hills, regions_unexplored:icy_heights, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3538, extreme_hills, regions_unexplored:icy_heights, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3539, extreme_hills, regions_unexplored:icy_heights, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3540, extreme_hills, regions_unexplored:icy_heights, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3541, extreme_hills, regions_unexplored:icy_heights, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3542, extreme_hills, regions_unexplored:icy_heights, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3543, extreme_hills, regions_unexplored:icy_heights, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3544, extreme_hills, regions_unexplored:icy_heights, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3545, extreme_hills, regions_unexplored:icy_heights, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3546, extreme_hills, regions_unexplored:icy_heights, rascals, friendsandfoes:rascal, 10, 1, 1
3547, nether, incendium:infernal_dunes, MONSTER, minecraft:blaze, 20, 2, 5
3548, nether, incendium:infernal_dunes, MONSTER, minecraft:magma_cube, 10, 1, 3
3549, nether, incendium:infernal_dunes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3550, nether, incendium:infernal_dunes, MONSTER, alexsmobs:crimson_mosquito, 15, 4, 4
3551, nether, incendium:infernal_dunes, MONSTER, alexsmobs:farseer, 30, 1, 1
3552, nether, incendium:infernal_dunes, MONSTER, minecraft:zombified_piglin, 10, 1, 4
