1, structory:abandoned_camp, HEADING, header:ignore, 0, 0, 0
733, mvs:stone_fountain, HEADING, header:ignore, 0, 0, 0
734, hopo:stone_mineshaft, HEADING, header:ignore, 0, 0, 0
735, formationsoverworld:stone_ore_spikes, HEADING, header:ignore, 0, 0, 0
736, formationsoverworld:stone_tower, HEADING, header:ignore, 0, 0, 0
737, betterarcheology:stonehenge_grassy, HEADING, header:ignore, 0, 0, 0
738, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
739, repurposed_structures:stronghold_end, HEADING, header:ignore, 0, 0, 0
740, repurposed_structures:stronghold_end, MONSTER, minecraft:endermite, 80, 2, 4
741, repurposed_structures:stronghold_nether, HEADING, header:ignore, 0, 0, 0
742, repurposed_structures:stronghold_nether, MONSTER, minecraft:blaze, 10, 2, 3
743, repurposed_structures:stronghold_nether, MONSTER, minecraft:zombified_piglin, 10, 4, 4
744, repurposed_structures:stronghold_nether, MONSTER, minecraft:wither_skeleton, 10, 5, 5
745, repurposed_structures:stronghold_nether, MONSTER, minecraft:skeleton, 10, 5, 5
746, repurposed_structures:stronghold_nether, MONSTER, minecraft:magma_cube, 10, 4, 4
747, imst:sunflower_farm, HEADING, header:ignore, 0, 0, 0
748, cataclysm:sunken_city, HEADING, header:ignore, 0, 0, 0
749, mvs:sunzi_gate, HEADING, header:ignore, 0, 0, 0
750, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
751, minecraft:swamp_hut, MONSTER, minecraft:witch, 10, 1, 1
752, minecraft:swamp_hut, CREATURE, minecraft:cat, 10, 1, 1
753, structory:swamp_ruin, HEADING, header:ignore, 0, 0, 0
754, structory_towers:taiga_outpost, HEADING, header:ignore, 0, 0, 0
755, structory:taiga_ruin_surface, HEADING, header:ignore, 0, 0, 0
756, structory:taiga_ruin_underground, HEADING, header:ignore, 0, 0, 0
757, underground_jungle:temple, HEADING, header:ignore, 0, 0, 0
758, underground_jungle:temple, MONSTER, underground_jungle:mossy_skeleton, 10, 1, 1
759, betterarcheology:temple_jungle, HEADING, header:ignore, 0, 0, 0
760, repurposed_structures:temple_nether_basalt, HEADING, header:ignore, 0, 0, 0
761, repurposed_structures:temple_nether_crimson, HEADING, header:ignore, 0, 0, 0
762, repurposed_structures:temple_nether_soul, HEADING, header:ignore, 0, 0, 0
763, repurposed_structures:temple_nether_warped, HEADING, header:ignore, 0, 0, 0
764, repurposed_structures:temple_nether_wasteland, HEADING, header:ignore, 0, 0, 0
765, repurposed_structures:temple_ocean, HEADING, header:ignore, 0, 0, 0
766, repurposed_structures:temple_taiga, HEADING, header:ignore, 0, 0, 0
767, imst:terralith/yurt, HEADING, header:ignore, 0, 0, 0
768, dungeons_arise:thornborn_towers, HEADING, header:ignore, 0, 0, 0
769, formationsoverworld:tiny_house, HEADING, header:ignore, 0, 0, 0
770, formationsoverworld:tower_remnant, HEADING, header:ignore, 0, 0, 0
771, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
772, imst:train_station, HEADING, header:ignore, 0, 0, 0
773, imst:train_station, MONSTER, minecraft:pillager, 10, 1, 1
774, betterarcheology:tumulus_grassy, HEADING, header:ignore, 0, 0, 0
775, dungeons_arise:typhon, HEADING, header:ignore, 0, 0, 0
776, dungeons_arise:undead_pirate_ship, HEADING, header:ignore, 0, 0, 0
777, terralith:underground/frosted_dungeon, HEADING, header:ignore, 0, 0, 0
778, terralith:underground/giant_bee_hive, HEADING, header:ignore, 0, 0, 0
779, terralith:underground/mining_outpost, HEADING, header:ignore, 0, 0, 0
780, terralith:underground/oak_cabin, HEADING, header:ignore, 0, 0, 0
781, terralith:underground/old_refinery, HEADING, header:ignore, 0, 0, 0
782, terralith:underground/sunken_tower, HEADING, header:ignore, 0, 0, 0
783, terralith:underground/witch_hut, HEADING, header:ignore, 0, 0, 0
784, alexscaves:underground_cabin, HEADING, header:ignore, 0, 0, 0
785, terralith:underground_cabin, HEADING, header:ignore, 0, 0, 0
786, betterarcheology:underwater_0, HEADING, header:ignore, 0, 0, 0
787, betterarcheology:underwater_1, HEADING, header:ignore, 0, 0, 0
788, betterarcheology:underwater_2, HEADING, header:ignore, 0, 0, 0
789, betterarcheology:underwater_3, HEADING, header:ignore, 0, 0, 0
790, hopo:underwater_city, HEADING, header:ignore, 0, 0, 0
791, hopo:underwater_fossils, HEADING, header:ignore, 0, 0, 0
792, hopo:underwater_small_ruins, HEADING, header:ignore, 0, 0, 0
793, hopo:underwater_warm_small_ruins, HEADING, header:ignore, 0, 0, 0
794, imst:viking_house, HEADING, header:ignore, 0, 0, 0
795, imst:viking_house, MONSTER, minecraft:pillager, 10, 1, 1
796, repurposed_structures:village_badlands, HEADING, header:ignore, 0, 0, 0
797, towns_and_towers:village_badlands, HEADING, header:ignore, 0, 0, 0
798, repurposed_structures:village_bamboo, HEADING, header:ignore, 0, 0, 0
799, towns_and_towers:village_beach, HEADING, header:ignore, 0, 0, 0
800, repurposed_structures:village_birch, HEADING, header:ignore, 0, 0, 0
801, towns_and_towers:village_birch_forest, HEADING, header:ignore, 0, 0, 0
802, repurposed_structures:village_cherry, HEADING, header:ignore, 0, 0, 0
803, repurposed_structures:village_crimson, HEADING, header:ignore, 0, 0, 0
804, repurposed_structures:village_dark_forest, HEADING, header:ignore, 0, 0, 0
805, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
806, towns_and_towers:village_flower_forest, HEADING, header:ignore, 0, 0, 0
807, towns_and_towers:village_forest, HEADING, header:ignore, 0, 0, 0
808, repurposed_structures:village_giant_taiga, HEADING, header:ignore, 0, 0, 0
809, towns_and_towers:village_grove, HEADING, header:ignore, 0, 0, 0
810, repurposed_structures:village_jungle, HEADING, header:ignore, 0, 0, 0
811, towns_and_towers:village_jungle, HEADING, header:ignore, 0, 0, 0
812, towns_and_towers:village_meadow, HEADING, header:ignore, 0, 0, 0
813, repurposed_structures:village_mountains, HEADING, header:ignore, 0, 0, 0
814, repurposed_structures:village_mushroom, HEADING, header:ignore, 0, 0, 0
815, towns_and_towers:village_mushroom_fields, HEADING, header:ignore, 0, 0, 0
816, repurposed_structures:village_oak, HEADING, header:ignore, 0, 0, 0
817, repurposed_structures:village_ocean, HEADING, header:ignore, 0, 0, 0
818, towns_and_towers:village_ocean, HEADING, header:ignore, 0, 0, 0
819, towns_and_towers:village_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
820, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
821, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
822, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
823, towns_and_towers:village_snowy_slopes, HEADING, header:ignore, 0, 0, 0
824, towns_and_towers:village_snowy_taiga, HEADING, header:ignore, 0, 0, 0
825, towns_and_towers:village_sparse_jungle, HEADING, header:ignore, 0, 0, 0
826, towns_and_towers:village_sunflower_plains, HEADING, header:ignore, 0, 0, 0
827, repurposed_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
828, towns_and_towers:village_swamp, HEADING, header:ignore, 0, 0, 0
829, minecraft:village_taiga, HEADING, header:ignore, 0, 0, 0
830, repurposed_structures:village_warped, HEADING, header:ignore, 0, 0, 0
831, villagesandpillages:village_witch, HEADING, header:ignore, 0, 0, 0
832, villagesandpillages:village_witch, MONSTER, minecraft:witch, 10, 4, 8
833, villagesandpillages:village_witch, CREATURE, minecraft:cat, 10, 2, 4
834, towns_and_towers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
835, betterarcheology:villager_grave, HEADING, header:ignore, 0, 0, 0
836, formationsoverworld:wagon, HEADING, header:ignore, 0, 0, 0
837, structory_towers:warped_greatsword, HEADING, header:ignore, 0, 0, 0
838, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
839, formationsoverworld:well, HEADING, header:ignore, 0, 0, 0
840, mvs:well/rare_well, HEADING, header:ignore, 0, 0, 0
841, mvs:well/small_copper_well, HEADING, header:ignore, 0, 0, 0
842, mvs:well/small_tower_well, HEADING, header:ignore, 0, 0, 0
843, mvs:well/small_well, HEADING, header:ignore, 0, 0, 0
844, mvs:well/well, HEADING, header:ignore, 0, 0, 0
845, mvs:well/wells/acacia_well, HEADING, header:ignore, 0, 0, 0
846, mvs:well/wells/birch_well, HEADING, header:ignore, 0, 0, 0
847, mvs:well/wells/dark_oak_well, HEADING, header:ignore, 0, 0, 0
848, mvs:well/wells/desert_well, HEADING, header:ignore, 0, 0, 0
849, mvs:well/wells/end_well, HEADING, header:ignore, 0, 0, 0
850, mvs:well/wells/jungle_well, HEADING, header:ignore, 0, 0, 0
851, mvs:well/wells/mushroom_well, HEADING, header:ignore, 0, 0, 0
852, mvs:well/wells/nether_well, HEADING, header:ignore, 0, 0, 0
853, mvs:well/wells/oak_well, HEADING, header:ignore, 0, 0, 0
854, mvs:well/wells/rocky_well, HEADING, header:ignore, 0, 0, 0
855, mvs:well/wells/snowy_well, HEADING, header:ignore, 0, 0, 0
856, mvs:well/wells/spruce_well, HEADING, header:ignore, 0, 0, 0
857, dungeons_arise:wishing_well, HEADING, header:ignore, 0, 0, 0
858, imst:witch_hut, HEADING, header:ignore, 0, 0, 0
859, imst:witch_hut, MONSTER, minecraft:witch, 10, 1, 1
860, repurposed_structures:witch_hut_birch, HEADING, header:ignore, 0, 0, 0
861, repurposed_structures:witch_hut_birch, MONSTER, minecraft:witch, 10, 1, 1
862, repurposed_structures:witch_hut_birch, CREATURE, minecraft:cat, 10, 1, 1
863, repurposed_structures:witch_hut_dark_forest, HEADING, header:ignore, 0, 0, 0
864, repurposed_structures:witch_hut_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
865, repurposed_structures:witch_hut_dark_forest, CREATURE, minecraft:cat, 10, 1, 1
866, repurposed_structures:witch_hut_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
867, repurposed_structures:witch_hut_giant_tree_taiga, MONSTER, minecraft:witch, 10, 1, 1
868, repurposed_structures:witch_hut_giant_tree_taiga, CREATURE, minecraft:cat, 10, 1, 1
869, repurposed_structures:witch_hut_mangrove, HEADING, header:ignore, 0, 0, 0
870, repurposed_structures:witch_hut_mangrove, MONSTER, minecraft:witch, 10, 1, 1
871, repurposed_structures:witch_hut_mangrove, CREATURE, minecraft:cat, 10, 1, 1
872, repurposed_structures:witch_hut_oak, HEADING, header:ignore, 0, 0, 0
873, repurposed_structures:witch_hut_oak, MONSTER, minecraft:witch, 10, 1, 1
874, repurposed_structures:witch_hut_oak, CREATURE, minecraft:cat, 10, 1, 1
875, repurposed_structures:witch_hut_taiga, HEADING, header:ignore, 0, 0, 0
876, repurposed_structures:witch_hut_taiga, MONSTER, minecraft:witch, 10, 1, 1
877, repurposed_structures:witch_hut_taiga, CREATURE, minecraft:cat, 10, 1, 1
878, formationsoverworld:witch_tower, HEADING, header:ignore, 0, 0, 0
879, structory_towers:wizard_tower, HEADING, header:ignore, 0, 0, 0
880, towns_and_towers:wreckage_ocean, HEADING, header:ignore, 0, 0, 0
881, betterdungeons:zombie_dungeon, HEADING, header:ignore, 0, 0, 0
882, betterdungeons:zombie_dungeon, MONSTER, minecraft:zombie, 80, 4, 15
883, terralith:zpointer/minecraft_badlands, HEADING, header:ignore, 0, 0, 0
884, terralith:zpointer/minecraft_bamboo_jungle, HEADING, header:ignore, 0, 0, 0
885, terralith:zpointer/minecraft_beach, HEADING, header:ignore, 0, 0, 0
886, terralith:zpointer/minecraft_birch_forest, HEADING, header:ignore, 0, 0, 0
887, terralith:zpointer/minecraft_cold_ocean, HEADING, header:ignore, 0, 0, 0
888, terralith:zpointer/minecraft_dark_forest, HEADING, header:ignore, 0, 0, 0
889, terralith:zpointer/minecraft_deep_cold_ocean, HEADING, header:ignore, 0, 0, 0
890, terralith:zpointer/minecraft_deep_frozen_ocean, HEADING, header:ignore, 0, 0, 0
891, terralith:zpointer/minecraft_deep_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
892, terralith:zpointer/minecraft_deep_ocean, HEADING, header:ignore, 0, 0, 0
893, terralith:zpointer/minecraft_deep_warm_ocean, HEADING, header:ignore, 0, 0, 0
894, terralith:zpointer/minecraft_desert, HEADING, header:ignore, 0, 0, 0
895, terralith:zpointer/minecraft_dripstone_caves, HEADING, header:ignore, 0, 0, 0
896, terralith:zpointer/minecraft_eroded_badlands, HEADING, header:ignore, 0, 0, 0
897, terralith:zpointer/minecraft_flower_forest, HEADING, header:ignore, 0, 0, 0
898, terralith:zpointer/minecraft_forest, HEADING, header:ignore, 0, 0, 0
899, terralith:zpointer/minecraft_frozen_ocean, HEADING, header:ignore, 0, 0, 0
900, terralith:zpointer/minecraft_frozen_peaks, HEADING, header:ignore, 0, 0, 0
901, terralith:zpointer/minecraft_frozen_river, HEADING, header:ignore, 0, 0, 0
902, terralith:zpointer/minecraft_grove, HEADING, header:ignore, 0, 0, 0
903, terralith:zpointer/minecraft_ice_spikes, HEADING, header:ignore, 0, 0, 0
904, terralith:zpointer/minecraft_jagged_peaks, HEADING, header:ignore, 0, 0, 0
905, terralith:zpointer/minecraft_jungle, HEADING, header:ignore, 0, 0, 0
906, terralith:zpointer/minecraft_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
907, terralith:zpointer/minecraft_lush_caves, HEADING, header:ignore, 0, 0, 0
908, terralith:zpointer/minecraft_meadow, HEADING, header:ignore, 0, 0, 0
909, terralith:zpointer/minecraft_mushroom_fields, HEADING, header:ignore, 0, 0, 0
910, terralith:zpointer/minecraft_ocean, HEADING, header:ignore, 0, 0, 0
911, terralith:zpointer/minecraft_old_growth_birch_forest, HEADING, header:ignore, 0, 0, 0
912, terralith:zpointer/minecraft_old_growth_pine_taiga, HEADING, header:ignore, 0, 0, 0
913, terralith:zpointer/minecraft_old_growth_spruce_taiga, HEADING, header:ignore, 0, 0, 0
914, terralith:zpointer/minecraft_plains, HEADING, header:ignore, 0, 0, 0
915, terralith:zpointer/minecraft_river, HEADING, header:ignore, 0, 0, 0
916, terralith:zpointer/minecraft_savanna, HEADING, header:ignore, 0, 0, 0
917, terralith:zpointer/minecraft_savanna_plateau, HEADING, header:ignore, 0, 0, 0
918, terralith:zpointer/minecraft_snowy_beach, HEADING, header:ignore, 0, 0, 0
919, terralith:zpointer/minecraft_snowy_plains, HEADING, header:ignore, 0, 0, 0
920, terralith:zpointer/minecraft_snowy_slopes, HEADING, header:ignore, 0, 0, 0
921, terralith:zpointer/minecraft_snowy_taiga, HEADING, header:ignore, 0, 0, 0
922, terralith:zpointer/minecraft_sparse_jungle, HEADING, header:ignore, 0, 0, 0
923, terralith:zpointer/minecraft_stony_peaks, HEADING, header:ignore, 0, 0, 0
924, terralith:zpointer/minecraft_stony_shore, HEADING, header:ignore, 0, 0, 0
925, terralith:zpointer/minecraft_sunflower_plains, HEADING, header:ignore, 0, 0, 0
926, terralith:zpointer/minecraft_swamp, HEADING, header:ignore, 0, 0, 0
927, terralith:zpointer/minecraft_taiga, HEADING, header:ignore, 0, 0, 0
928, terralith:zpointer/minecraft_warm_ocean, HEADING, header:ignore, 0, 0, 0
929, terralith:zpointer/minecraft_windswept_forest, HEADING, header:ignore, 0, 0, 0
930, terralith:zpointer/minecraft_windswept_gravelly_hills, HEADING, header:ignore, 0, 0, 0
931, terralith:zpointer/minecraft_windswept_hills, HEADING, header:ignore, 0, 0, 0
932, terralith:zpointer/minecraft_windswept_savanna, HEADING, header:ignore, 0, 0, 0
933, terralith:zpointer/minecraft_wooded_badlands, HEADING, header:ignore, 0, 0, 0
934, terralith:zpointer/terralith_alpha_islands, HEADING, header:ignore, 0, 0, 0
935, terralith:zpointer/terralith_alpha_islands_winter, HEADING, header:ignore, 0, 0, 0
936, terralith:zpointer/terralith_alpine_grove, HEADING, header:ignore, 0, 0, 0
937, terralith:zpointer/terralith_alpine_highlands, HEADING, header:ignore, 0, 0, 0
938, terralith:zpointer/terralith_amethyst_canyon, HEADING, header:ignore, 0, 0, 0
939, terralith:zpointer/terralith_amethyst_rainforest, HEADING, header:ignore, 0, 0, 0
940, terralith:zpointer/terralith_ancient_sands, HEADING, header:ignore, 0, 0, 0
941, terralith:zpointer/terralith_arid_highlands, HEADING, header:ignore, 0, 0, 0
942, terralith:zpointer/terralith_ashen_savanna, HEADING, header:ignore, 0, 0, 0
943, terralith:zpointer/terralith_basalt_cliffs, HEADING, header:ignore, 0, 0, 0
944, terralith:zpointer/terralith_birch_taiga, HEADING, header:ignore, 0, 0, 0
945, terralith:zpointer/terralith_blooming_plateau, HEADING, header:ignore, 0, 0, 0
946, terralith:zpointer/terralith_blooming_valley, HEADING, header:ignore, 0, 0, 0
947, terralith:zpointer/terralith_brushland, HEADING, header:ignore, 0, 0, 0
948, terralith:zpointer/terralith_bryce_canyon, HEADING, header:ignore, 0, 0, 0
949, terralith:zpointer/terralith_caldera, HEADING, header:ignore, 0, 0, 0
950, terralith:zpointer/terralith_cloud_forest, HEADING, header:ignore, 0, 0, 0
951, terralith:zpointer/terralith_cold_shrubland, HEADING, header:ignore, 0, 0, 0
952, terralith:zpointer/terralith_desert_canyon, HEADING, header:ignore, 0, 0, 0
953, terralith:zpointer/terralith_desert_oasis, HEADING, header:ignore, 0, 0, 0
954, terralith:zpointer/terralith_desert_spires, HEADING, header:ignore, 0, 0, 0
955, terralith:zpointer/terralith_emerald_peaks, HEADING, header:ignore, 0, 0, 0
956, terralith:zpointer/terralith_forested_highlands, HEADING, header:ignore, 0, 0, 0
957, terralith:zpointer/terralith_fractured_savanna, HEADING, header:ignore, 0, 0, 0
958, terralith:zpointer/terralith_frozen_cliffs, HEADING, header:ignore, 0, 0, 0
959, terralith:zpointer/terralith_glacial_chasm, HEADING, header:ignore, 0, 0, 0
960, terralith:zpointer/terralith_granite_cliffs, HEADING, header:ignore, 0, 0, 0
961, terralith:zpointer/terralith_gravel_beach, HEADING, header:ignore, 0, 0, 0
962, terralith:zpointer/terralith_gravel_desert, HEADING, header:ignore, 0, 0, 0
963, terralith:zpointer/terralith_haze_mountain, HEADING, header:ignore, 0, 0, 0
964, terralith:zpointer/terralith_highlands, HEADING, header:ignore, 0, 0, 0
965, terralith:zpointer/terralith_hot_shrubland, HEADING, header:ignore, 0, 0, 0
966, terralith:zpointer/terralith_ice_marsh, HEADING, header:ignore, 0, 0, 0
967, terralith:zpointer/terralith_jungle_mountains, HEADING, header:ignore, 0, 0, 0
968, terralith:zpointer/terralith_lavender_forest, HEADING, header:ignore, 0, 0, 0
969, terralith:zpointer/terralith_lavender_valley, HEADING, header:ignore, 0, 0, 0
970, terralith:zpointer/terralith_lush_valley, HEADING, header:ignore, 0, 0, 0
971, terralith:zpointer/terralith_mirage_isles, HEADING, header:ignore, 0, 0, 0
972, terralith:zpointer/terralith_moonlight_grove, HEADING, header:ignore, 0, 0, 0
973, terralith:zpointer/terralith_moonlight_valley, HEADING, header:ignore, 0, 0, 0
974, terralith:zpointer/terralith_mountain_steppe, HEADING, header:ignore, 0, 0, 0
975, terralith:zpointer/terralith_orchid_swamp, HEADING, header:ignore, 0, 0, 0
976, terralith:zpointer/terralith_painted_mountains, HEADING, header:ignore, 0, 0, 0
977, terralith:zpointer/terralith_red_oasis, HEADING, header:ignore, 0, 0, 0
978, terralith:zpointer/terralith_rocky_jungle, HEADING, header:ignore, 0, 0, 0
979, terralith:zpointer/terralith_rocky_mountains, HEADING, header:ignore, 0, 0, 0
980, terralith:zpointer/terralith_rocky_shrubland, HEADING, header:ignore, 0, 0, 0
981, terralith:zpointer/terralith_sakura_grove, HEADING, header:ignore, 0, 0, 0
982, terralith:zpointer/terralith_sakura_valley, HEADING, header:ignore, 0, 0, 0
983, terralith:zpointer/terralith_sandstone_valley, HEADING, header:ignore, 0, 0, 0
984, terralith:zpointer/terralith_savanna_badlands, HEADING, header:ignore, 0, 0, 0
985, terralith:zpointer/terralith_savanna_slopes, HEADING, header:ignore, 0, 0, 0
986, terralith:zpointer/terralith_scarlet_mountains, HEADING, header:ignore, 0, 0, 0
987, terralith:zpointer/terralith_shield, HEADING, header:ignore, 0, 0, 0
988, terralith:zpointer/terralith_shield_clearing, HEADING, header:ignore, 0, 0, 0
989, terralith:zpointer/terralith_shrubland, HEADING, header:ignore, 0, 0, 0
990, terralith:zpointer/terralith_siberian_grove, HEADING, header:ignore, 0, 0, 0
991, terralith:zpointer/terralith_siberian_taiga, HEADING, header:ignore, 0, 0, 0
992, terralith:zpointer/terralith_skylands, HEADING, header:ignore, 0, 0, 0
993, terralith:zpointer/terralith_skylands_autumn, HEADING, header:ignore, 0, 0, 0
994, terralith:zpointer/terralith_skylands_spring, HEADING, header:ignore, 0, 0, 0
995, terralith:zpointer/terralith_skylands_summer, HEADING, header:ignore, 0, 0, 0
996, terralith:zpointer/terralith_skylands_winter, HEADING, header:ignore, 0, 0, 0
997, terralith:zpointer/terralith_snowy_badlands, HEADING, header:ignore, 0, 0, 0
998, terralith:zpointer/terralith_snowy_maple_forest, HEADING, header:ignore, 0, 0, 0
999, terralith:zpointer/terralith_snowy_shield, HEADING, header:ignore, 0, 0, 0
1000, terralith:zpointer/terralith_steppe, HEADING, header:ignore, 0, 0, 0
1001, terralith:zpointer/terralith_stony_spires, HEADING, header:ignore, 0, 0, 0
1002, terralith:zpointer/terralith_temperate_highlands, HEADING, header:ignore, 0, 0, 0
1003, terralith:zpointer/terralith_tropical_jungle, HEADING, header:ignore, 0, 0, 0
1004, terralith:zpointer/terralith_valley_clearing, HEADING, header:ignore, 0, 0, 0
1005, terralith:zpointer/terralith_volcanic_crater, HEADING, header:ignore, 0, 0, 0
1006, terralith:zpointer/terralith_volcanic_peaks, HEADING, header:ignore, 0, 0, 0
1007, terralith:zpointer/terralith_warm_river, HEADING, header:ignore, 0, 0, 0
1008, terralith:zpointer/terralith_warped_mesa, HEADING, header:ignore, 0, 0, 0
1009, terralith:zpointer/terralith_white_cliffs, HEADING, header:ignore, 0, 0, 0
1010, terralith:zpointer/terralith_white_mesa, HEADING, header:ignore, 0, 0, 0
1011, terralith:zpointer/terralith_windswept_spires, HEADING, header:ignore, 0, 0, 0
1012, terralith:zpointer/terralith_wintry_forest, HEADING, header:ignore, 0, 0, 0
1013, terralith:zpointer/terralith_yellowstone, HEADING, header:ignore, 0, 0, 0
1014, terralith:zpointer/terralith_yosemite_cliffs, HEADING, header:ignore, 0, 0, 0
1015, terralith:zpointer/terralith_yosemite_lowlands, HEADING, header:ignore, 0, 0, 0
